file	line	method	prefix	path	auth	roles	endpoint
routes/attendanceRoutes.js	65	PATCH	(unmounted?)	/:id/end-break	authorize	["admin", "franchise_admin", "super_admin", "waiter", "cook", "captain", "manager"]	/:id/end-break
routes/attendanceRoutes.js	64	POST	(unmounted?)	/:id/end-break	authorize	["admin", "franchise_admin", "super_admin", "waiter", "cook", "captain", "manager"]	/:id/end-break
routes/orderRoutes.js	39	POST	(unmounted?)	/:id/finalize	authorize	["admin"]	/:id/finalize
routes/orderRoutes.js	38	POST	(unmounted?)	/:id/kot	authorize	["admin"]	/:id/kot
routes/paymentRoutes.js	38	POST	(unmounted?)	/:id/mark-paid	none		/:id/mark-paid
routes/tableRoutes.js	27	POST	(unmounted?)	/:id/occupy	authorize	["admin", "franchise_admin", "super_admin", "waiter", "cook", "captain", "manager"]	/:id/occupy
routes/printQueueRoutes.js	19	POST	(unmounted?)	/:id/printed	authorize	['admin', 'franchise_admin', 'super_admin']	/:id/printed
routes/tableRoutes.js	36	POST	(unmounted?)	/:id/regenerate-qr	authorize	["admin", "franchise_admin", "super_admin", "waiter", "captain", "manager"]	/:id/regenerate-qr
routes/tableRoutes.js	37	POST	(unmounted?)	/:id/reset-qr	authorize	["admin", "franchise_admin", "super_admin", "waiter", "captain", "manager"]	/:id/reset-qr
routes/customerRequestRoutes.js	43	POST	(unmounted?)	/:id/resolve	authorize	["admin", "franchise_admin", "super_admin", "waiter", "cook", "captain", "manager"]	/:id/resolve
routes/attendanceRoutes.js	61	PATCH	(unmounted?)	/:id/start-break	authorize	["admin", "franchise_admin", "super_admin", "waiter", "cook", "captain", "manager"]	/:id/start-break
routes/attendanceRoutes.js	60	POST	(unmounted?)	/:id/start-break	authorize	["admin", "franchise_admin", "super_admin", "manager"]	/:id/start-break
routes/kotRoutes.js	285	PATCH	(unmounted?)	/:id/status	authorize	["admin", "franchise_admin", "super_admin", "waiter", "cook", "captain", "manager"]	/:id/status
routes/attendanceRoutes.js	54	PUT	(unmounted?)	/:id/status	authorize	["admin", "franchise_admin", "super_admin"]	/:id/status
routes/inventoryRoutes.js	38	PATCH	(unmounted?)	/:id/stock	authorize	["admin", "franchise_admin", "super_admin", "manager"]	/:id/stock
routes/tableRoutes.js	39	POST	(unmounted?)	/:id/unmerge	authorize	["admin"]	/:id/unmerge
routes/paymentRoutes.js	22	POST	(unmounted?)	/:id/verify-razorpay	authorize	["admin", "franchise_admin", "super_admin", "manager"]	/:id/verify-razorpay
routes/waitlistRoutes.js	16	DELETE	(unmounted?)	/:token	none		/:token
routes/waitlistRoutes.js	20	PATCH	(unmounted?)	/:token/notify	none		/:token/notify
routes/waitlistRoutes.js	17	PATCH	(unmounted?)	/:token/seat	none		/:token/seat
routes/paymentQrRoutes.js	20	GET	(unmounted?)	/active	authorize	["admin", "franchise_admin", "super_admin"]	/active
routes/healthRoutes.js	16	GET	/api	/health	none		/api/health
routes/appUpdateRoutes.js	10	GET	(unmounted?)	/apk/:version	none		/apk/:version
routes/analyticsRoutes.js	55	GET	(unmounted?)	/attendance	authorize	adminRoles	/attendance
routes/cartRoutes.js	17	GET	(unmounted?)	/available	none		/available
routes/tableRoutes.js	23	GET	(unmounted?)	/available	authorize		/available
routes/inventoryRoutes.js	20	GET	(unmounted?)	/available-ingredients	authorize	["admin", "franchise_admin", "super_admin", "manager"]	/available-ingredients
routes/cartRoutes.js	23	GET	(unmounted?)	/by-admin/:userId	authorize	["admin", "cart_admin"]	/by-admin/:userId
routes/revenueRoutes.js	20	POST	(unmounted?)	/calculate/daily	authorize	["super_admin"]	/calculate/daily
routes/revenueRoutes.js	21	POST	(unmounted?)	/calculate/monthly	none		/calculate/monthly
routes/menuRoutes.js	32	POST	(unmounted?)	/categories	none		/categories
routes/menuRoutes.js	34	DELETE	(unmounted?)	/categories/:id	none		/categories/:id
routes/menuRoutes.js	33	PATCH	(unmounted?)	/categories/:id	none		/categories/:id
routes/attendanceRoutes.js	42	POST	(unmounted?)	/checkin	authorize	["admin", "franchise_admin", "super_admin", "waiter", "cook", "captain", "manager"]	/checkin
routes/attendanceRoutes.js	45	POST	(unmounted?)	/checkout	authorize	["admin", "franchise_admin", "super_admin", "waiter", "cook", "captain", "manager"]	/checkout
routes/printQueueRoutes.js	28	DELETE	(unmounted?)	/cleanup	authorize	['admin', 'franchise_admin', 'super_admin']	/cleanup
routes/paymentRoutes.js	19	POST	(unmounted?)	/create	none		/create
routes/revenueRoutes.js	24	GET	(unmounted?)	/current	none		/current
routes/analyticsRoutes.js	52	GET	(unmounted?)	/customers	authorize	adminRoles	/customers
routes/costingRoutes.js	82	GET	(unmounted?)	/dashboard	authorize	["super_admin", "franchise_admin", "admin", "cart_admin"]	/dashboard
